"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","percent.rRNA","percent.protein","sample_name","original_sample_name","Batch","Cell_type","Compartment","Species","sampling_type","treatment","ERCC","Sequencer","Sequencing_run","Sequencing_protocol","i5_index","i7_index","cDNA_profile","cDNA_concentration","trial","Date","Probe","Cell_NO","Extract_NO","Note","Volume_preloaded_buffer_fl","Volume_extract_and_preload_fl","Volume_cell_extract_fl","Extraction_time_h","library_concentration","mCherry_TNFa","double_extraction","double_extraction_order","celltype_treatment","input.reads","ave.read.len","uniquely.mapped","multiple.mapped","too.many.mapped","too.many.mismatches","too.short","others","mCherry.log.intercept","mCherry.log.slope","mCherry.AUC","sample_ID"
"plate3_D11","plate3",1116946,7064,14.3612135233037,17.1718238840553,69.2435444506717,"plate3_D11","exp8_47","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S504","Ad2.37","",0.541076378,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",2269096,75,1572796,0,461930,0,10.12,0.21,11.0413414594094,0.113373897155117,265300.785895,"sample486"
"plate5_F2","plate5",253146,1770,2.56373792198968,19.0530365875819,77.8100384758203,"plate5_F2","exp8_203","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S517","Ad2.28","",0.368127062,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"ASPC_not_treated",686367,75,387957,0,124199,0,23.41,1.97,NA,NA,NA,"sample487"
"plate4_A9","plate4",216891,1616,2.59208542539801,13.7161062469167,82.0979201534411,"plate4_A9","exp8_105","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S510","Ad2.9","",0.107955907,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",623793,75,298962,0,116737,0,32,1.36,NA,NA,NA,"sample488"
"plate2_H9","plate2",355038,6107,5.10424236278934,28.5107509618689,66.8136931821383,"plate2_H9","plate2_H9","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S508","Ad2.21","",0.614290857,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1059581,75,709732,0,239599,0,10.17,0.24,NA,NA,NA,"sample489"
"plate2_D6","plate2",352703,7923,5.94692985316258,12.8952688239113,80.5414187007199,"plate2_D6","plate2_D6","8_8","Raw264.7_G9","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S504","Ad2.18","",0.662526998,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",770838,75,572898,0,147714,0,6.24,0.28,NA,NA,NA,"sample490"
"plate4_C1","plate4",122295,1345,17.1454270411709,35.266364119547,42.4571732286684,"plate4_C1","exp8_121","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S513","Ad2.1","",0.159078201,"no","","",NA,NA,"detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",590837,75,242968,0,104225,0,40.01,1.23,NA,NA,NA,"sample491"
"plate5_H5","plate5",225318,1333,0.33153143557106,20.6064317986135,78.0696615450164,"plate5_H5","exp8_225","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S520","Ad2.31","",0.35306898,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"ASPC_not_treated",966592,75,372118,0,190640,0,37.96,3.82,NA,NA,NA,"sample492"
"plate1_B6","plate1",389168,4567,7.28297290630268,11.8982033466266,82.2225876742178,"plate1_B6","exp8_32","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S502","Ad2.6","",0.250282376,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",747534,75,524070,0,145446,0,9.77,0.66,NA,NA,NA,"sample493"
"plate3_B1","plate3",489975,2545,0.863513444563498,12.3271595489566,86.2446043165468,"plate3_B1","exp8_13","8_8","IBA","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S502","Ad2.27","",0.096345472,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"IBA_not_treated",1012452,75,635495,0,199070,0,15.59,1.98,NA,NA,NA,"sample494"
"plate1_B4","plate1",249214,3590,7.32262232458851,12.7886073816078,80.8397602060879,"plate1_B4","exp8_63","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0590","1X75","S502","Ad2.4","",0.184070107,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",484708,75,339242,0,98656,0,9.14,0.52,NA,NA,NA,"sample495"
"plate2_B3","plate2",395236,6938,6.48878138631096,16.3573156291431,78.1029562084425,"plate2_B3","plate2_B3","8_8","Raw264.7_G9","","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0590","1X75","S502","Ad2.15","",0.728761699,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",864306,75,625514,0,191613,0,5.29,0.17,NA,NA,NA,"sample496"
"plate3_B11","plate3",201394,1500,4.50460291766388,17.6857304587028,78.4780082822726,"plate3_B11","exp8_23","8_8","IBA","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S502","Ad2.37","",0.112458911,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"IBA_not_treated",503008,75,287372,0,104570,0,19.76,2.32,NA,NA,NA,"sample497"
"plate4_E7","plate4",863865,7755,15.8480781140572,9.79192350656642,71.9615912208505,"plate4_E7","exp8_151","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S516","Ad2.7","",0.897955108,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1793990,75,1308606,0,283051,0,10.87,0.41,8.57526779922669,-0.0205782982326915,16329.4057275,"sample498"
"plate4_H3","plate4",64547,844,0.0914062621035834,14.4747238446403,84.3168543851767,"plate4_H3","exp8_183","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S520","Ad2.3","",0.237359214,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",242578,75,95734,0,57000,0,32.45,4.58,7.77192489069037,0.290553460041018,48380.6925175,"sample499"
"plate1_D1","plate1",741970,10184,2.7825922880979,12.2294701942127,83.2482445381889,"plate1_D1","exp8_26","8_8","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S504","Ad2.1","",0.828666018,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"IBA_not_treated",1415361,75,1112329,0,240694,0,4.2,0.21,NA,NA,NA,"sample500"
"plate2_C9","plate2",391777,8138,2.55630116111972,20.8225597725237,76.5192954155042,"plate2_C9","plate2_C9","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S503","Ad2.21","",0.838192945,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",897238,75,666063,0,196884,0,3.64,0.18,NA,NA,NA,"sample501"
"plate2_G3","plate2",439804,7135,6.5065347291066,12.9607734354394,78.0365799310602,"plate2_G3","plate2_G3","8_8","Raw264.7_G9","","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0590","1X75","S507","Ad2.15","",0.602771778,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1011522,75,737083,0,191624,0,7.81,0.38,NA,NA,NA,"sample502"
"plate1_G6","plate1",380928,4213,6.09852780577957,9.7454112063172,85.299321656586,"plate1_G6","exp8_175","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S507","Ad2.6","",0.230808179,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",715828,75,501428,0,142199,0,9.24,0.84,NA,NA,NA,"sample503"
"plate3_A9","plate3",131770,1844,3.04242240267132,51.0981255217424,45.936859679745,"plate3_A9","exp8_9","8_8","IBA","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S501","Ad2.35","",0.139529488,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"IBA_not_treated",446574,75,263288,0,108302,0,16.06,0.74,NA,NA,NA,"sample504"
"plate4_E10","plate4",173015,1862,6.85720891252203,9.94017859723145,81.8570644163801,"plate4_E10","exp8_154","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S516","Ad2.10","",0.246145858,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",664596,75,238081,0,94105,0,48.52,1.5,9.00928126124059,0.0434581309739618,42179.84469,"sample505"
"plate1_F5","plate1",705297,4749,6.77062287235023,11.3733646960075,82.8989773102679,"plate1_F5","exp8_166","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S506","Ad2.5","",0.209386563,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1304895,75,932397,0,264484,0,7.6,0.67,NA,NA,NA,"sample506"
"plate2_H6","plate2",299421,7112,5.30523911148517,14.2495015379683,79.2800104201108,"plate2_H6","plate2_H6","8_8","Raw264.7_G9","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S508","Ad2.18","",0.468142549,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",737724,75,522723,0,146805,0,8.81,0.44,NA,NA,NA,"sample507"
"plate2_C8","plate2",439299,10698,5.3394157510033,10.6374018606917,83.0277328197879,"plate2_C8","plate2_C8","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S503","Ad2.20","",1.959863211,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",863199,75,672110,0,144622,0,5.16,0.23,NA,NA,NA,"sample508"
"plate4_H4","plate4",456006,2456,24.0606483248027,47.8105551242747,23.8845541506033,"plate4_H4","exp8_184","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S520","Ad2.4","",0.326823229,"no","","",NA,NA,"detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1577636,75,1004049,0,376112,0,11.83,0.69,NA,NA,NA,"sample509"
"plate5_A1","plate5",190706,1417,1.24432372342768,16.796534980546,81.3361928832863,"plate5_A1","exp8_200","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S510","Ad2.27","",0.166635594,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"ASPC_not_treated",649126,75,285961,0,114293,0,35.17,3.17,NA,NA,NA,"sample510"
"plate1_A4","plate1",235961,3552,8.42851149130577,16.7320023224177,75.4082242404465,"plate1_A4","exp8_57","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0590","1X75","S501","Ad2.4","",0.184070107,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",478399,75,338001,0,99148,0,8.28,0.34,NA,NA,NA,"sample511"
"plate1_H6","plate1",221901,3397,5.67099742678041,11.0815183347529,84.5922280656689,"plate1_H6","exp8_125","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S508","Ad2.6","",0.193807205,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",457061,75,300798,0,95285,0,12.41,0.93,NA,NA,NA,"sample512"
"plate2_F9","plate2",193130,5164,2.33625019416973,27.4374773468648,69.9482214052711,"plate2_F9","plate2_F9","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S506","Ad2.21","",0.208963283,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",624536,75,439884,0,145335,0,5.79,0.51,NA,NA,NA,"sample513"
"plate4_D6","plate4",429548,5977,5.27554545708512,24.5665210872824,69.9283898423459,"plate4_D6","exp8_138","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S515","Ad2.6","",0.815680166,"no","","",NA,NA,"detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",995689,75,671427,0,226458,0,9.63,0.19,NA,NA,NA,"sample514"
"plate1_B3","plate1",350053,3932,4.8881169422916,11.2080170717006,84.3680814048158,"plate1_B3","exp8_120","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S502","Ad2.3","",0.151613113,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",665301,75,468525,0,135046,0,8.37,0.9,NA,NA,NA,"sample515"
"exp9_plate1_D12","exp9",1365720,9049,7.27345283074129,23.8690214685294,65.9855607298714,"exp9_plate1_D12","plate1_D12","9_1","Raw264.7_G9","scRNA","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0734","1X75","DW512","DW704","",0.453359098,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",3317767,76,2068401,0,793614,0,13.33,0.41,NA,NA,NA,"sample516"
"exp9_plate4_E2","exp9",797701,5264,14.9364235471687,40.7581286722719,44.6681149954682,"exp9_plate4_E2","plate4_E2","9_1","ASPC","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW502","DW713","",0.877798683,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",2159645,76,1498194,0,540418,0,5.36,0.24,NA,NA,NA,"sample517"
"exp9_plate4_G8","exp9",1019557,11171,17.0749649112311,14.4645174325712,65.9744379176446,"exp9_plate4_G8","plate4_G8","9_1","ASPC","scRNA","mouse","scRNA","DMIR_treated",1e-07,"NextSeq500","NXT0734","1X75","DW508","DW715","",2.716505602,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",2322186,76,1735296,0,380672,0,8.57,0.31,NA,NA,NA,"sample518"
"exp9_plate4_H1","exp9",639316,7097,2.18937114040631,35.5805266878977,61.9595004661232,"exp9_plate4_H1","plate4_H1","9_1","ASPC","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW501","DW716","",0.835038057,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1594610,76,1113744,0,385948,0,5.66,0.3,NA,NA,NA,"sample519"
"exp9_plate1_F10","exp9",730073,8304,8.22794432885479,19.7670643894515,72.0527947205279,"exp9_plate1_F10","plate1_F10","9_1","Raw264.7_G9","scRNA","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0734","1X75","DW510","DW706","",1.14745987,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1481154,76,1042903,0,318899,0,7.64,0.42,NA,NA,NA,"sample520"
"exp9_plate2_C2","exp9",834150,9792,7.94377510040161,20.7212132110532,70.2686567164179,"exp9_plate2_C2","plate2_C2","9_1","IBA","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW514","DW703","",1.23089764,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1818872,76,1209101,0,446674,0,8.78,0.19,NA,NA,NA,"sample521"
"exp9_plate1_G3","exp9",1161939,9131,8.35560214434665,14.6202167239416,74.0897757971804,"exp9_plate1_G3","plate1_G3","9_1","Raw264.7_G9","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW503","DW707","",0.383286373,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",2704158,76,1626072,0,644588,0,15.59,0.44,NA,NA,NA,"sample522"
"exp9_plate1_D7","exp9",551393,9604,8.42901523958411,13.604815440167,77.1373593788822,"exp9_plate1_D7","plate1_D7","9_1","Raw264.7_G9","scRNA","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0734","1X75","DW507","DW704","",1.779290471,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1099620,76,757206,0,231407,0,9.7,0.4,NA,NA,NA,"sample523"
"exp9_plate1_F2","exp9",945603,8937,7.02757922722326,18.8235443415471,72.0623771286682,"exp9_plate1_F2","plate1_F2","9_1","Raw264.7_G9","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW502","DW706","",0.528436646,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",2151327,76,1346571,0,520554,0,12.85,0.36,NA,NA,NA,"sample524"
"exp9_plate1_B2","exp9",1155418,9517,11.0792803989552,17.6328393706866,70.2384764647946,"exp9_plate1_B2","plate1_B2","9_1","Raw264.7_G9","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW502","DW702","",1.010847848,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",2410728,76,1646988,0,512991,0,10.12,0.28,NA,NA,NA,"sample525"
"exp9_plate1_F9","exp9",288983,8434,6.45055245464266,18.9765487935276,73.8430980369088,"exp9_plate1_F9","plate1_F9","9_1","Raw264.7_G9","scRNA","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0734","1X75","DW509","DW706","",1.266995389,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",648823,76,417437,0,141890,0,13.16,0.63,NA,NA,NA,"sample526"
"exp9_plate4_H6","exp9",720218,12141,9.01088281603626,19.8975865640681,70.4499193299806,"exp9_plate4_H6","plate4_H6","9_1","ASPC","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW506","DW716","",6.778765073,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1545907,76,1154190,0,317620,0,4.51,0.28,NA,NA,NA,"sample527"
"exp9_plate2_A4","exp9",1267778,9745,8.01788641228985,16.2493748905565,75.29251966827,"exp9_plate2_A4","plate2_A4","9_1","IBA","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW516","DW701","",1.151343145,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",2355231,76,1733113,0,468917,0,6.38,0.12,NA,NA,NA,"sample528"
"exp9_plate1_H3","exp9",976059,9208,7.47547023284453,18.1945968430187,73.3045850711893,"exp9_plate1_H3","plate1_H3","9_1","Raw264.7_G9","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW503","DW708","",0.963887466,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",2069435,76,1439269,0,424340,0,9.59,0.35,NA,NA,NA,"sample529"
"exp9_plate4_A1","exp9",744965,9276,1.38516574604176,31.8573355795239,66.5101045015538,"exp9_plate4_A1","plate4_A1","9_1","ASPC","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW501","DW709","",2.562567348,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1749741,76,1268950,0,401893,0,4.39,0.12,NA,NA,NA,"sample530"
"exp9_plate1_C7","exp9",907343,9240,10.3231082402135,14.3231390995467,74.6852072479757,"exp9_plate1_C7","plate1_C7","9_1","Raw264.7_G9","scRNA","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0734","1X75","DW507","DW703","",1.266995389,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1824361,76,1266713,0,365314,0,9.94,0.61,NA,NA,NA,"sample531"
"exp9_plate2_F6","exp9",801404,7144,9.96700790113351,16.5540726025825,71.9030601294728,"exp9_plate2_F6","plate2_F6","9_1","IBA","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW518","DW706","",0.634238929,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1696906,76,1183521,0,334924,0,10.01,0.5,NA,NA,NA,"sample532"
"exp9_plate4_B10","exp9",472067,11541,7.2070278159668,12.6251146553349,77.0149152556735,"exp9_plate4_B10","plate4_B10","9_1","ASPC","scRNA","mouse","scRNA","DMIR_treated",1e-07,"NextSeq500","NXT0734","1X75","DW510","DW710","",8.018823228,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",995101,76,778732,0,164673,0,4.93,0.27,NA,NA,NA,"sample533"
"exp9_plate4_F4","exp9",1624800,10834,1.23264401772526,34.9572255046775,63.5947193500739,"exp9_plate4_F4","plate4_F4","9_1","ASPC","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW504","DW714","",2.066544086,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",4236231,76,2884829,0,908412,0,10.41,0.05,NA,NA,NA,"sample534"
"exp9_plate1_H5","exp9",840960,8208,9.31732781582953,23.2462899543379,65.9976693302892,"exp9_plate1_H5","plate1_H5","9_1","Raw264.7_G9","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW505","DW708","",0.925465335,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1924937,76,1360196,0,408474,0,7.84,0.28,NA,NA,NA,"sample535"
"exp9_plate4_D5","exp9",1394211,12131,3.18560103169463,30.2540289812661,66.5770102229863,"exp9_plate4_D5","plate4_D5","9_1","ASPC","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW505","DW712","",8.574711366,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",3304937,76,2351898,0,714705,0,7.15,0.06,NA,NA,NA,"sample536"
"exp9_plate4_D1","exp9",460995,3547,20.6631308365601,46.4922613043525,35.2151324851679,"exp9_plate4_D1","plate4_D1","9_1","ASPC","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW501","DW712","",0.326186607,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1557870,76,1035321,0,400330,0,7.42,0.43,NA,NA,NA,"sample537"
"exp9_plate4_E12","exp9",709214,4646,23.1683243703593,29.1178685135939,50.095598789646,"exp9_plate4_E12","plate4_E12","9_1","ASPC","scRNA","mouse","scRNA","DMIR_treated",1e-07,"NextSeq500","NXT0734","1X75","DW512","DW713","",0.421807191,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",2050228,76,1435496,0,477128,0,6.23,0.48,NA,NA,NA,"sample538"
"exp9_plate2_D3","exp9",1248717,10095,7.2417529352127,22.060562961824,69.4183710160108,"exp9_plate2_D3","plate2_D3","9_1","IBA","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW515","DW704","",0.974555379,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",2785530,76,1926267,0,606825,0,8.9,0.17,NA,NA,NA,"sample539"
"exp9_plate2_D4","exp9",1101031,9627,10.4640105501117,17.8278359101606,72.3139493801719,"exp9_plate2_D4","plate2_D4","9_1","IBA","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW516","DW704","",1.566794396,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",2091113,76,1528418,0,437490,0,5.85,0.13,NA,NA,NA,"sample540"
"exp9_plate2_E2","exp9",907190,10174,6.10522602762376,16.6827235749953,76.4191624687221,"exp9_plate2_E2","plate2_E2","9_1","IBA","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW514","DW705","",1.907110846,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1861816,76,1287533,0,398355,0,9.3,0.15,NA,NA,NA,"sample541"
"exp9_plate2_E1","exp9",964881,10955,8.61950851970347,18.1432736264887,72.6276090004881,"exp9_plate2_E1","plate2_E1","9_1","IBA","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW513","DW705","",1.867333599,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",2039518,76,1396733,0,437396,0,9.93,0.14,NA,NA,NA,"sample542"
"exp9_plate1_A12","exp9",1118771,9064,8.46133837934662,15.8533783946849,71.2311992355898,"exp9_plate1_A12","plate1_A12","9_1","Raw264.7_G9","scRNA","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0734","1X75","DW512","DW701","",0.296076933,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",2585667,76,1578142,0,599265,0,15.27,0.52,NA,NA,NA,"sample543"
"exp9_plate1_F6","exp9",315049,6592,8.89448942862856,16.4945770340487,72.4982463045431,"exp9_plate1_F6","plate1_F6","9_1","Raw264.7_G9","scRNA","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0734","1X75","DW506","DW706","",0.588204406,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",801722,76,490760,0,161264,0,16.29,2.38,NA,NA,NA,"sample544"
"exp9_plate4_F12","exp9",699641,12163,11.8506491186194,17.1722354750508,66.6035866966058,"exp9_plate4_F12","plate4_F12","9_1","ASPC","scRNA","mouse","scRNA","DMIR_treated",1e-07,"NextSeq500","NXT0734","1X75","DW512","DW714","",5.181134118,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",1699919,76,1263172,0,331206,0,5.83,0.37,NA,NA,NA,"sample545"
